latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,source,cluster_name
22.225630533833844,84.85744026994833,384.34887324903764,0.4,0.4,2026-08-20,145,N,VIIRS,h,2.0NRT,313.54290347756563,8.142694271815902,D,DEMO_DATA,Rourkela Steel Plant
22.223617560862664,84.85781274848677,383.74536706601293,0.4,0.4,2026-08-12,145,N,VIIRS,h,2.0NRT,305.9230877179716,12.848126565600086,D,DEMO_DATA,Rourkela Steel Plant
22.2184116817179,84.8573694176655,372.1544820463979,0.4,0.4,2026-08-16,1845,N,VIIRS,h,2.0NRT,303.61690646228897,9.982716503610865,N,DEMO_DATA,Rourkela Steel Plant
22.216137732256175,84.85670964326464,385.32550107391285,0.4,0.4,2026-08-23,1845,N,VIIRS,h,2.0NRT,291.99676570865535,12.755469310051614,D,DEMO_DATA,Rourkela Steel Plant
22.22102466665282,84.86518609293321,344.82677391392593,0.4,0.4,2026-08-13,1845,N,VIIRS,h,2.0NRT,317.6291141746235,9.324253781882225,D,DEMO_DATA,Rourkela Steel Plant
22.21887153178631,84.85959853110646,329.2392050932284,0.4,0.4,2026-08-28,1830,N,VIIRS,h,2.0NRT,291.6618622749278,9.397131767486822,D,DEMO_DATA,Rourkela Steel Plant
22.21833401834354,84.86141461556764,374.4571621439605,0.4,0.4,2026-08-04,1845,N,VIIRS,h,2.0NRT,299.53973290856146,12.03620989617784,D,DEMO_DATA,Rourkela Steel Plant
22.220000253179272,84.85783532589937,323.4780049610234,0.4,0.4,2026-08-15,145,N,VIIRS,h,2.0NRT,297.1023461331319,9.995100606657694,D,DEMO_DATA,Rourkela Steel Plant
22.224720064707423,84.86115753965767,323.9403295942075,0.4,0.4,2026-08-26,130,N,VIIRS,h,2.0NRT,305.7125884615291,8.813375223229727,D,DEMO_DATA,Rourkela Steel Plant
22.223573428859265,84.86078824767544,393.98734952144497,0.4,0.4,2026-08-21,1830,N,VIIRS,h,2.0NRT,315.3072485479326,15.221225151420937,D,DEMO_DATA,Rourkela Steel Plant
22.216668707946756,84.85858542557764,382.3582032617063,0.4,0.4,2026-08-01,1830,N,VIIRS,h,2.0NRT,313.3698906373439,9.076417667305176,N,DEMO_DATA,Rourkela Steel Plant
22.21924406786538,84.86045768753631,388.6057715298046,0.4,0.4,2026-08-27,1845,N,VIIRS,h,2.0NRT,301.5526848830106,13.11650616989688,D,DEMO_DATA,Rourkela Steel Plant
22.22088798196906,84.85888425625603,358.23018192189966,0.4,0.4,2026-08-02,130,N,VIIRS,h,2.0NRT,296.9770982158662,10.940094480921024,D,DEMO_DATA,Rourkela Steel Plant
22.222591484041093,84.85901442433062,350.3571263781543,0.4,0.4,2026-08-05,130,N,VIIRS,h,2.0NRT,298.9062942371386,15.590863413722722,N,DEMO_DATA,Rourkela Steel Plant
22.22174796572596,84.86519693481623,346.2688964003751,0.4,0.4,2026-08-06,145,N,VIIRS,h,2.0NRT,315.4568146632087,13.220698724480815,N,DEMO_DATA,Rourkela Steel Plant
23.75009834627863,86.40635031955185,327.6039358051521,0.4,0.4,2026-08-28,1845,N,VIIRS,n,2.0NRT,308.48497100072365,1.5138739122783664,D,DEMO_DATA,Jharia Coalfield (seam fire)
23.751826284416673,86.4031261314742,361.8105420410498,0.4,0.4,2026-08-17,1830,N,VIIRS,n,2.0NRT,312.91770170019765,3.3977341495362,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.743810285169587,86.40822668972443,329.5786870800898,0.4,0.4,2026-08-21,145,N,VIIRS,n,2.0NRT,293.5131069770033,1.2631270357323052,D,DEMO_DATA,Jharia Coalfield (seam fire)
23.75253975195753,86.40828716901544,373.6985130646874,0.4,0.4,2026-08-29,1830,N,VIIRS,n,2.0NRT,300.00913274984714,3.695099642084607,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.750811029717845,86.40740996420578,345.155198416341,0.4,0.4,2026-08-06,1845,N,VIIRS,n,2.0NRT,294.72834945875,1.4433501176265748,D,DEMO_DATA,Jharia Coalfield (seam fire)
23.746824391754064,86.40962497290904,378.3748566941902,0.4,0.4,2026-08-24,1845,N,VIIRS,n,2.0NRT,306.589791957587,3.8084199605153866,D,DEMO_DATA,Jharia Coalfield (seam fire)
23.752533155571456,86.41003427816668,398.93052359394574,0.4,0.4,2026-08-20,1845,N,VIIRS,n,2.0NRT,311.5328070801093,3.8535839800115235,D,DEMO_DATA,Jharia Coalfield (seam fire)
23.756982959301038,86.4093845149334,329.75373426680903,0.4,0.4,2026-08-18,130,N,VIIRS,n,2.0NRT,307.64773999907663,3.058289095316346,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.753928652054583,86.40519322137682,343.6287220275272,0.4,0.4,2026-08-26,130,N,VIIRS,n,2.0NRT,303.75644245395654,2.3269423812036796,D,DEMO_DATA,Jharia Coalfield (seam fire)
23.751572563528438,86.41082882253798,328.8470728796888,0.4,0.4,2026-08-13,145,N,VIIRS,n,2.0NRT,319.9110397351272,3.637600072923236,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.75137815731515,86.41210586087865,399.9283784379391,0.4,0.4,2026-08-03,145,N,VIIRS,n,2.0NRT,309.9705420831961,2.950375046676391,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.750687634122347,86.4115901941168,339.26624464329177,0.4,0.4,2026-08-10,130,N,VIIRS,n,2.0NRT,294.290656254999,3.3303038220766554,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.748818776483326,86.41156350176719,322.8930168395757,0.4,0.4,2026-08-05,130,N,VIIRS,n,2.0NRT,290.16289502386104,1.1549737510431968,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.746110583015774,86.40555344380766,387.95270743384583,0.4,0.4,2026-08-04,1830,N,VIIRS,n,2.0NRT,291.7169582045978,3.4028915609250285,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.750593370245827,86.41326765249013,387.03841749243065,0.4,0.4,2026-08-07,1845,N,VIIRS,n,2.0NRT,291.204538986412,1.6053463321571662,D,DEMO_DATA,Jharia Coalfield (seam fire)
23.749705746587388,86.41406075766871,370.4009475661119,0.4,0.4,2026-08-27,130,N,VIIRS,n,2.0NRT,315.53393299285807,1.4656389773232728,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.7473355984388,86.40892594993578,376.79237578250434,0.4,0.4,2026-08-11,1830,N,VIIRS,n,2.0NRT,319.40614354696044,2.8346308179312087,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.74687836818253,86.41142409126539,390.73165690934536,0.4,0.4,2026-08-30,130,N,VIIRS,n,2.0NRT,311.2873485530186,1.5193835392675097,D,DEMO_DATA,Jharia Coalfield (seam fire)
23.74839829928488,86.40679074276613,356.68485139667916,0.4,0.4,2026-08-15,130,N,VIIRS,n,2.0NRT,313.5224284502422,2.9092250263233304,N,DEMO_DATA,Jharia Coalfield (seam fire)
23.751085765561786,86.41396198496658,344.10741060117743,0.4,0.4,2026-08-09,1830,N,VIIRS,n,2.0NRT,307.34051647422626,3.099327833767198,D,DEMO_DATA,Jharia Coalfield (seam fire)
23.753343777333733,86.41115013133954,360.66821907575536,0.4,0.4,2026-08-22,1830,N,VIIRS,n,2.0NRT,302.121031722223,2.4225061884478545,D,DEMO_DATA,Jharia Coalfield (seam fire)
22.1524630169017,85.53099921111786,370.77032939346105,0.4,0.4,2026-08-01,1845,N,VIIRS,n,2.0NRT,302.2634932828609,4.58814263348481,D,DEMO_DATA,Noamundi Iron Mine
22.148781049692026,85.52664784766104,322.8847867421891,0.4,0.4,2026-08-02,145,N,VIIRS,n,2.0NRT,304.22398025270513,4.627964341021055,D,DEMO_DATA,Noamundi Iron Mine
22.152113726650978,85.53104312535736,376.16017448882974,0.4,0.4,2026-08-27,1830,N,VIIRS,n,2.0NRT,309.57299169563095,5.081070759120216,N,DEMO_DATA,Noamundi Iron Mine
22.15398222454835,85.5331915545982,354.5134556143912,0.4,0.4,2026-08-03,1830,N,VIIRS,n,2.0NRT,300.8197200335076,6.063696223033791,N,DEMO_DATA,Noamundi Iron Mine
22.099829650416822,85.3794887772565,383.98963286110694,0.4,0.4,2026-08-09,1845,N,VIIRS,n,2.0NRT,299.43352075232605,6.349529449380274,D,DEMO_DATA,Barbil Mining Cluster
22.10183745773165,85.38199675570894,387.35945688315707,0.4,0.4,2026-08-08,145,N,VIIRS,n,2.0NRT,291.6670375072063,4.122445744534623,N,DEMO_DATA,Barbil Mining Cluster
22.099073980833364,85.38280664137639,379.41540533800685,0.4,0.4,2026-08-14,145,N,VIIRS,n,2.0NRT,290.44048530680215,6.308693698082745,N,DEMO_DATA,Barbil Mining Cluster
22.07955856225549,84.03764514671222,324.7869022345958,0.5,0.5,2026-08-07,1830,N,VIIRS,h,2.0NRT,307.29838722156506,5.83371672360389,D,DEMO_DATA,wildfire_demo
23.239104184928298,84.58836528472268,348.2162546193605,0.5,0.5,2026-08-21,1830,N,VIIRS,h,2.0NRT,307.756833903273,4.563554538344638,D,DEMO_DATA,wildfire_demo
21.6062672099465,85.33780906038541,326.63627471506135,0.5,0.5,2026-06-13,130,N,VIIRS,h,2.0NRT,316.72608581100474,5.956532010734422,N,DEMO_DATA,wildfire_demo
23.433302219556968,86.96612582514196,337.9298245301741,0.5,0.5,2026-07-18,130,N,VIIRS,h,2.0NRT,307.8514543168384,2.32019713458474,N,DEMO_DATA,wildfire_demo
22.25795917923552,85.1426442696664,327.2370660892347,0.5,0.5,2026-08-25,130,N,VIIRS,h,2.0NRT,318.1420724431243,2.1785963558971155,N,DEMO_DATA,wildfire_demo
21.846972057912133,85.21569139840555,339.73159903402666,0.5,0.5,2026-06-27,1830,N,VIIRS,h,2.0NRT,301.6823066911376,2.974669816222854,N,DEMO_DATA,wildfire_demo
22.84900723138753,85.77202167546996,350.5161207615812,0.5,0.5,2026-08-11,1830,N,VIIRS,h,2.0NRT,301.16216963442895,3.4664335397304495,N,DEMO_DATA,wildfire_demo
21.981523801562243,86.45567605650515,350.74510357837516,0.5,0.5,2026-07-09,145,N,VIIRS,h,2.0NRT,317.0403103376234,4.019165931613992,D,DEMO_DATA,wildfire_demo
22.702659427557244,86.47596004591803,339.9526783412594,0.5,0.5,2026-08-11,145,N,VIIRS,h,2.0NRT,310.62822082009154,2.4199188635842823,D,DEMO_DATA,wildfire_demo
23.66027925039986,85.7079128412766,333.5542254243842,0.5,0.5,2026-07-11,130,N,VIIRS,h,2.0NRT,303.832060193254,2.09929252719429,N,DEMO_DATA,wildfire_demo
22.299801251944928,84.57637275347275,317.9543157467321,0.5,0.5,2026-08-03,1830,N,VIIRS,l,2.0NRT,290.5604421320163,2.168493703956899,D,DEMO_DATA,scattered
22.83793234190086,86.93632081639888,314.325176208832,0.5,0.5,2026-08-06,1830,N,VIIRS,l,2.0NRT,300.22865126368015,2.7293180414993485,N,DEMO_DATA,scattered
23.7933125482932,86.23701809758361,326.0040431478578,0.5,0.5,2026-08-09,130,N,VIIRS,l,2.0NRT,299.64827005987576,1.432248358676632,D,DEMO_DATA,scattered
22.604001026992698,85.78935843318826,329.5373424429487,0.5,0.5,2026-08-18,1845,N,VIIRS,l,2.0NRT,290.7645649097581,2.2545097928261653,N,DEMO_DATA,scattered
22.00482929780784,83.93354421202477,301.2284088085716,0.5,0.5,2026-08-08,1830,N,VIIRS,l,2.0NRT,294.79399483633813,2.9595124745857935,N,DEMO_DATA,scattered
22.348423022961594,86.92270942675844,323.8104645167992,0.5,0.5,2026-08-23,145,N,VIIRS,l,2.0NRT,286.69638544623666,1.7552927883857388,N,DEMO_DATA,scattered
23.681634834937675,86.37904081716101,301.1091218160352,0.5,0.5,2026-08-06,130,N,VIIRS,l,2.0NRT,285.973969446277,0.5059904151207624,D,DEMO_DATA,scattered
22.958386323135702,85.99640368709095,325.96369644166987,0.5,0.5,2026-08-11,1845,N,VIIRS,l,2.0NRT,299.7886293695302,2.4424404578985697,D,DEMO_DATA,scattered
21.680151936279767,85.67664220681336,325.7437591387447,0.5,0.5,2026-08-29,145,N,VIIRS,l,2.0NRT,295.292586842327,2.0964047182203123,D,DEMO_DATA,scattered
21.08586113847298,84.90474445143686,320.14838426567576,0.5,0.5,2026-08-10,1845,N,VIIRS,l,2.0NRT,289.75316726721195,2.5877871629693554,N,DEMO_DATA,scattered
23.474699546317773,84.54630277891617,317.7096075264945,0.5,0.5,2026-08-20,145,N,VIIRS,l,2.0NRT,290.49650101510133,2.6823611740812336,D,DEMO_DATA,scattered
21.544021677624524,83.79684056932517,321.529174429247,0.5,0.5,2026-08-10,145,N,VIIRS,l,2.0NRT,301.14863211952564,2.9964814361869414,N,DEMO_DATA,scattered
22.18303165828072,83.97887447310369,317.246157888691,0.5,0.5,2026-08-22,130,N,VIIRS,l,2.0NRT,299.0176202024132,1.8665959531574408,N,DEMO_DATA,scattered
22.1378703694732,86.70354566099944,304.03100739939185,0.5,0.5,2026-08-24,145,N,VIIRS,l,2.0NRT,292.30756926398266,0.3880666727737473,D,DEMO_DATA,scattered
21.051239464899744,85.08647970775057,319.0362079485539,0.5,0.5,2026-08-24,1845,N,VIIRS,l,2.0NRT,293.40763543010553,2.8857859639648127,D,DEMO_DATA,scattered
23.180693052567253,85.39299822930732,326.90990396318983,0.5,0.5,2026-08-01,145,N,VIIRS,l,2.0NRT,289.7019423376132,1.1109596454466957,N,DEMO_DATA,scattered
22.53567196032671,86.09811282296292,317.72234382491297,0.5,0.5,2026-08-03,1830,N,VIIRS,l,2.0NRT,290.9876658302965,0.8758417725546561,N,DEMO_DATA,scattered
21.93522780678913,84.04404547429198,308.49740799750344,0.5,0.5,2026-08-20,1845,N,VIIRS,l,2.0NRT,296.2297878882877,2.4175283903958475,N,DEMO_DATA,scattered
22.27132014989416,85.16690058005354,329.84105246805075,0.5,0.5,2026-08-07,1830,N,VIIRS,l,2.0NRT,301.29276886235766,2.7271511138138496,N,DEMO_DATA,scattered
23.28401052506508,84.14812770733748,303.05682471943635,0.5,0.5,2026-08-25,1830,N,VIIRS,l,2.0NRT,298.05844253128,2.8749783989258706,N,DEMO_DATA,scattered
22.255620229316524,83.62544962996357,328.7932356698766,0.5,0.5,2026-08-15,1830,N,VIIRS,l,2.0NRT,285.82158186609695,0.8889865122138276,D,DEMO_DATA,scattered
21.19003825836331,85.09291244844117,309.3770984708575,0.5,0.5,2026-08-23,1830,N,VIIRS,l,2.0NRT,286.0192096514977,0.5124810310978347,N,DEMO_DATA,scattered
21.175532507396955,85.9436640396347,306.21061624574435,0.5,0.5,2026-08-19,1845,N,VIIRS,l,2.0NRT,292.88251554356196,1.3665069725936139,D,DEMO_DATA,scattered
21.00481605225692,83.89224629849544,300.0369918753572,0.5,0.5,2026-08-18,1845,N,VIIRS,l,2.0NRT,295.1633471162575,1.5706056182201826,D,DEMO_DATA,scattered
22.250848358424705,86.23203398134305,325.2361111864487,0.5,0.5,2026-08-21,1830,N,VIIRS,l,2.0NRT,291.4498088193546,0.8789519884793315,D,DEMO_DATA,scattered
22.39160386159809,85.89140425180585,309.922072261646,0.5,0.5,2026-08-20,130,N,VIIRS,l,2.0NRT,303.607692351783,0.3359940115714826,D,DEMO_DATA,scattered
23.063518320630656,84.02658904045116,301.4212206001645,0.5,0.5,2026-08-17,145,N,VIIRS,l,2.0NRT,303.37646387061363,0.22592738909914556,D,DEMO_DATA,scattered
21.54613372695292,83.60949229515576,318.6044785988489,0.5,0.5,2026-08-26,130,N,VIIRS,l,2.0NRT,289.8327781747817,1.7937937412058949,D,DEMO_DATA,scattered
23.46336246596036,83.51659487519156,325.601083780271,0.5,0.5,2026-08-13,1830,N,VIIRS,l,2.0NRT,288.25486972209916,2.3642246867787953,N,DEMO_DATA,scattered
23.4809254711927,84.38992219313955,313.6337229089597,0.5,0.5,2026-08-23,1845,N,VIIRS,l,2.0NRT,297.06848908666643,2.957018694129402,D,DEMO_DATA,scattered
23.358162102878325,84.61439691239961,323.9764056672447,0.5,0.5,2026-08-20,130,N,VIIRS,l,2.0NRT,289.32711390450805,1.3592730626098617,N,DEMO_DATA,scattered
21.92114333965433,83.77337937578127,310.39435966221544,0.5,0.5,2026-08-05,130,N,VIIRS,l,2.0NRT,285.38068295634974,0.6633657212289701,N,DEMO_DATA,scattered
23.053464583482402,86.08503135260084,309.5145951338994,0.5,0.5,2026-08-09,130,N,VIIRS,l,2.0NRT,296.87661096056894,0.5528737568905542,N,DEMO_DATA,scattered
21.41678411822105,85.92583399425395,315.2187810474613,0.5,0.5,2026-08-29,130,N,VIIRS,l,2.0NRT,304.8354895185742,0.2112212932533506,N,DEMO_DATA,scattered
23.879945287598467,85.54623591946958,303.8072992655554,0.5,0.5,2026-08-30,1830,N,VIIRS,l,2.0NRT,302.60760600255384,1.7013611567118505,N,DEMO_DATA,scattered
22.803196886596194,84.45615517025307,317.83702826672595,0.5,0.5,2026-08-09,130,N,VIIRS,l,2.0NRT,290.8951038640553,2.0581389306489855,N,DEMO_DATA,scattered
21.052665577351657,85.58499821140005,306.93841619060555,0.5,0.5,2026-08-05,1845,N,VIIRS,l,2.0NRT,290.07329013123655,1.910156373059171,N,DEMO_DATA,scattered
22.605268436259873,84.88658275020737,321.77308904146304,0.5,0.5,2026-08-08,1830,N,VIIRS,l,2.0NRT,296.33875590638775,2.3235822641173116,N,DEMO_DATA,scattered
22.215889924912336,85.30104068159936,300.37409633823637,0.5,0.5,2026-08-01,130,N,VIIRS,l,2.0NRT,295.4046013409199,1.3422920050095823,N,DEMO_DATA,scattered
21.27280869295925,86.61379747586389,320.4774479462766,0.5,0.5,2026-08-11,145,N,VIIRS,l,2.0NRT,287.987483127363,2.892338962714891,D,DEMO_DATA,scattered
21.578671779408523,86.506440011952,327.3774823242579,0.5,0.5,2026-08-25,130,N,VIIRS,l,2.0NRT,294.39601776349656,2.2537857327759236,D,DEMO_DATA,scattered
23.547260628051323,84.82668443263057,322.25149231559203,0.5,0.5,2026-08-18,1830,N,VIIRS,l,2.0NRT,299.6227195330559,2.3922883640730377,N,DEMO_DATA,scattered
21.30338378073385,86.66390651807313,325.9671761796308,0.5,0.5,2026-08-13,1845,N,VIIRS,l,2.0NRT,286.9972495432146,0.7723126278280017,N,DEMO_DATA,scattered
23.156441058812188,83.58099033103682,311.3143404106704,0.5,0.5,2026-08-24,1845,N,VIIRS,l,2.0NRT,299.38625067381645,2.6851990477665213,N,DEMO_DATA,scattered
21.92548421693903,85.63059395114387,317.42968121244155,0.5,0.5,2026-08-19,145,N,VIIRS,l,2.0NRT,297.0354951173542,2.8190678347861855,D,DEMO_DATA,scattered
22.35615674421713,84.18859763262721,311.82320947779357,0.5,0.5,2026-08-20,145,N,VIIRS,l,2.0NRT,287.6221738605244,0.6560402015527538,D,DEMO_DATA,scattered
21.984485487205816,86.84214437149532,307.30790236075825,0.5,0.5,2026-08-10,130,N,VIIRS,l,2.0NRT,300.07009126000514,2.666900945370036,D,DEMO_DATA,scattered
21.806528734927316,84.20730835575917,315.66036904099536,0.5,0.5,2026-08-01,130,N,VIIRS,l,2.0NRT,294.3683328249354,0.9264315515926957,D,DEMO_DATA,scattered
22.396324886946214,86.85766321672463,319.57557602257987,0.5,0.5,2026-08-29,1830,N,VIIRS,l,2.0NRT,287.21384148059235,0.9068216135388443,D,DEMO_DATA,scattered
21.854844453766173,86.17681243412532,327.04925560699314,0.5,0.5,2026-08-21,1845,N,VIIRS,l,2.0NRT,304.6913721650151,2.950626712692691,D,DEMO_DATA,scattered
